`,Time,traj_tx,traj_ty,traj_tz,,,
1844,18.44,682.2514929,-22.75,0,,,
1845,18.45,682.4163046,-22.75,0,,,
1846,18.46,682.5811372,-22.75,0,,,
1847,18.47,682.7459906,-22.75,0,,,
1848,18.48,682.9108648,-22.75,0,,,
1849,18.49,683.0757598,-22.75,0,,,
1850,18.5,683.2406757,-22.75,0,,,
1851,18.51,683.4056124,-22.75,0,,,
1852,18.52,683.57057,-22.75,0,,,
1853,18.53,683.7355483,-22.75,0,,,
1854,18.54,683.9005474,-22.75,0,,,
1855,18.55,684.0655673,-22.75,0,,,
1856,18.56,684.2306081,-22.75,0,,,
1857,18.57,684.3956696,-22.75,0,,,
1858,18.58,684.5607518,-22.75,0,,,
1859,18.59,684.7258549,-22.75,0,,,
1860,18.6,684.8909787,-22.75,0,,,
1861,18.61,685.0561232,-22.75,0,,,
1862,18.62,685.2212885,-22.75,0,,,
1863,18.63,685.3864746,-22.75,0,,,
1864,18.64,685.5516814,-22.75,0,,,
1865,18.65,685.716909,-22.75,0,,,
1866,18.66,685.8821572,-22.75,0,,,
1867,18.67,686.0474262,-22.75,0,,,
1868,18.68,686.2127159,-22.75,0,,,
1869,18.69,686.3780262,-22.75,0,,,
1870,18.7,686.5433573,-22.75,0,,,
1871,18.71,686.708709,-22.75,0,,,
1872,18.72,686.8740814,-22.75,0,,,
1873,18.73,687.0394745,-22.75,0,,,
1874,18.74,687.2048882,-22.75,0,,,
1875,18.75,687.3703225,-22.75,0,,,
1876,18.76,687.5357774,-22.75,0,,,
1877,18.77,687.701253,-22.75,0,,,
1878,18.78,687.8667492,-22.75,0,,,
1879,18.79,688.0322659,-22.75,0,,,
1880,18.8,688.1978033,-22.75,0,,,
1881,18.81,688.3633611,-22.75,0,,,
1882,18.82,688.5289396,-22.75,0,,,
1883,18.83,688.6945385,-22.75,0,,,
1884,18.84,688.860158,-22.75,0,,,
1885,18.85,689.0257979,-22.75,0,,,
1886,18.86,689.1914583,-22.75,0,,,
1887,18.87,689.3571392,-22.75,0,,,
1888,18.88,689.5228405,-22.75,0,,,
1889,18.89,689.6885622,-22.75,0,,,
1890,18.9,689.8543044,-22.75,0,,,
1891,18.91,690.0200669,-22.75,0,,,
1892,18.92,690.1858497,-22.75,0,,,
1893,18.93,690.3516529,-22.75,0,,,
1894,18.94,690.5174764,-22.75,0,,,
1895,18.95,690.6833202,-22.75,0,,,
1896,18.96,690.8491842,-22.75,0,,,
1897,18.97,691.0150685,-22.75,0,,,
1898,18.98,691.180973,-22.75,0,,,
1899,18.99,691.3468976,-22.75,0,,,
1900,19,691.5128425,-22.75,0,,,
1901,19.01,691.6788074,-22.75,0,,,
1902,19.02,691.8447924,-22.75,0,,,
1903,19.03,692.0107976,-22.75,0,,,
1904,19.04,692.1768227,-22.75,0,,,
1905,19.05,692.3428678,-22.75,0,,,
1906,19.06,692.5089329,-22.75,0,,,
1907,19.07,692.675018,-22.75,0,,,
1908,19.08,692.8411229,-22.75,0,,,
1909,19.09,693.0072477,-22.75,0,,,
1910,19.1,693.1733923,-22.75,0,,,
1911,19.11,693.3395566,-22.75,0,,,
1912,19.12,693.5057408,-22.75,0,,,
1913,19.13,693.6719446,-22.75,0,,,
1914,19.14,693.8381681,-22.75,0,,,
1915,19.15,694.0044112,-22.75,0,,,
1916,19.16,694.1706738,-22.75,0,,,
1917,19.17,694.3369561,-22.75,0,,,
1918,19.18,694.5032578,-22.75,0,,,
1919,19.19,694.6695789,-22.75,0,,,
1920,19.2,694.8359194,-22.75,0,,,
1921,19.21,695.0022793,-22.75,0,,,
1922,19.22,695.1686585,-22.75,0,,,
1923,19.23,695.335057,-22.75,0,,,
1924,19.24,695.5014747,-22.75,0,,,
1925,19.25,695.6679115,-22.75,0,,,
1926,19.26,695.8343675,-22.75,0,,,
1927,19.27,696.0008425,-22.75,0,,,
1928,19.28,696.1673365,-22.75,0,,,
1929,19.29,696.3338495,-22.75,0,,,
1930,19.3,696.5003814,-22.75,0,,,
1931,19.31,696.6669322,-22.75,0,,,
1932,19.32,696.8335019,-22.75,0,,,
1933,19.33,697.0000903,-22.75,0,,,
1934,19.34,697.1666974,-22.75,0,,,
1935,19.35,697.3333232,-22.75,0,,,
1936,19.36,697.4999676,-22.75,0,,,
1937,19.37,697.6666306,-22.75,0,,,
1938,19.38,697.8333121,-22.75,0,,,
1939,19.39,698.0000121,-22.75,0,,,
1940,19.4,698.1667305,-22.75,0,,,
1941,19.41,698.3334672,-22.75,0,,,
1942,19.42,698.5029173,-22.75,0,,,
1943,19.43,698.6745236,-22.75,0,,,
1944,19.44,698.8461216,-22.75,0,,,
1945,19.45,699.0177109,-22.75,0,,,
1946,19.46,699.1892912,-22.75,0,,,
1947,19.47,699.3608621,-22.75,0,,,
1948,19.48,699.5324231,-22.75,0,,,
1949,19.49,699.703974,-22.75,0,,,
1950,19.5,699.8755143,-22.75,0,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
