,Time,tx,ty
24422,244.22,359.5036333,1133.25
24423,244.23,359.5175295,1133.25
24424,244.24,359.5314257,1133.25
24425,244.25,359.5453219,1133.25
24426,244.26,359.5592181,1133.25
24427,244.27,359.5731143,1133.25
24428,244.28,359.5870104,1133.25
24429,244.29,359.6009066,1133.25
24430,244.3,359.6148028,1133.25
24431,244.31,359.628699,1133.25
24432,244.32,359.6425952,1133.25
24433,244.33,359.6564913,1133.25
24434,244.34,359.6703875,1133.25
24435,244.35,359.6842837,1133.25
24436,244.36,359.6981799,1133.25
24437,244.37,359.712076,1133.25
24438,244.38,359.7259722,1133.25
24439,244.39,359.7398684,1133.25
24440,244.4,359.7537645,1133.25
24441,244.41,359.7676607,1133.25
24442,244.42,359.7815569,1133.25
24443,244.43,359.7954531,1133.25
24444,244.44,359.8093492,1133.25
24445,244.45,359.8232454,1133.25
24446,244.46,359.8371416,1133.25
24447,244.47,359.8510377,1133.25
24448,244.48,359.8649339,1133.25
24449,244.49,359.8788301,1133.25
24450,244.5,359.8927262,1133.25
24451,244.51,359.9066224,1133.25
24452,244.52,359.9205186,1133.25
24453,244.53,359.9344147,1133.25
24454,244.54,359.9483109,1133.25
24455,244.55,359.9622071,1133.25
24456,244.56,359.9761032,1133.25
24457,244.57,359.9899994,1133.25
24458,244.58,360.0038956,1133.25
24459,244.59,360.0177917,1133.25
24460,244.6,360.0316879,1133.25
24461,244.61,360.0455841,1133.25
24462,244.62,360.0594802,1133.25
24463,244.63,360.0733764,1133.25
24464,244.64,360.0872725,1133.25
24465,244.65,360.1011687,1133.25
24466,244.66,360.1150648,1133.25
24467,244.67,360.128961,1133.25
24468,244.68,360.1428572,1133.25
24469,244.69,360.1567533,1133.25
24470,244.7,360.1706495,1133.25
24471,244.71,360.1845456,1133.25
24472,244.72,360.1984418,1133.25
24473,244.73,360.2123379,1133.25
24474,244.74,360.2262341,1133.25
24475,244.75,360.2401302,1133.25
24476,244.76,360.2540264,1133.25
24477,244.77,360.2679225,1133.25
24478,244.78,360.2818187,1133.25
24479,244.79,360.2957148,1133.25
24480,244.8,360.309611,1133.25
24481,244.81,360.3235071,1133.25
24482,244.82,360.3374033,1133.25
24483,244.83,360.3512994,1133.25
24484,244.84,360.3651956,1133.25
24485,244.85,360.3790917,1133.25
24486,244.86,360.3929878,1133.25
24487,244.87,360.406884,1133.25
24488,244.88,360.4207801,1133.25
24489,244.89,360.4346763,1133.25
24490,244.9,360.4485724,1133.25
24491,244.91,360.4624685,1133.25
24492,244.92,360.4763647,1133.25
24493,244.93,360.4902608,1133.25
24494,244.94,360.504157,1133.25
24495,244.95,360.5180531,1133.25
24496,244.96,360.5319492,1133.25
24497,244.97,360.5458454,1133.25
24498,244.98,360.5597415,1133.25
24499,244.99,360.5736376,1133.25
24500,245,360.5875338,1133.25
24501,245.01,360.6014299,1133.25
24502,245.02,360.615326,1133.25
24503,245.03,360.6292222,1133.25
24504,245.04,360.6431183,1133.25
24505,245.05,360.6570144,1133.25
24506,245.06,360.6709105,1133.25
24507,245.07,360.6848067,1133.25
24508,245.08,360.6987028,1133.25
24509,245.09,360.7125989,1133.25
24510,245.1,360.7264951,1133.25
24511,245.11,360.7403912,1133.25
24512,245.12,360.7542873,1133.25
24513,245.13,360.7681834,1133.25
24514,245.14,360.7820795,1133.25
24515,245.15,360.7959757,1133.25
24516,245.16,360.8098718,1133.25
24517,245.17,360.8237679,1133.25
24518,245.18,360.837664,1133.25
24519,245.19,360.8515601,1133.25
24520,245.2,360.8654562,1133.25
24521,245.21,360.8793524,1133.25
24522,245.22,360.8932485,1133.25
24523,245.23,360.9071446,1133.25
24524,245.24,360.9210407,1133.25
24525,245.25,360.9349368,1133.25
24526,245.26,360.9488329,1133.25
24527,245.27,360.962729,1133.25
24528,245.28,360.9766251,1133.25
24529,245.29,360.9905212,1133.25
24530,245.3,361.0044173,1133.25
24531,245.31,361.0183134,1133.25
24532,245.32,361.0322095,1133.25
24533,245.33,361.0461056,1133.25
24534,245.34,361.0600017,1133.25
24535,245.35,361.0738978,1133.25
24536,245.36,361.0877939,1133.25
24537,245.37,361.10169,1133.25
24538,245.38,361.1155861,1133.25
24539,245.39,361.1294822,1133.25
24540,245.4,361.1433782,1133.25
24541,245.41,361.1572743,1133.25
24542,245.42,361.1711704,1133.25
24543,245.43,361.1850665,1133.25
24544,245.44,361.1989626,1133.25
24545,245.45,361.2128586,1133.25
24546,245.46,361.2267547,1133.25
24547,245.47,361.2406508,1133.25
24548,245.48,361.2545469,1133.25
24549,245.49,361.2684429,1133.25
24550,245.5,361.282339,1133.25
24551,245.51,361.2962351,1133.25
24552,245.52,361.3101311,1133.25
24553,245.53,361.3240272,1133.25
24554,245.54,361.3379233,1133.25
24555,245.55,361.3518193,1133.25
24556,245.56,361.3657154,1133.25
24557,245.57,361.3796115,1133.25
24558,245.58,361.3935075,1133.25
24559,245.59,361.4074036,1133.25
24560,245.6,361.4212996,1133.25
24561,245.61,361.4351957,1133.25
24562,245.62,361.4490917,1133.25
24563,245.63,361.4629878,1133.25
24564,245.64,361.4768838,1133.25
24565,245.65,361.4907798,1133.25
24566,245.66,361.5046759,1133.25
24567,245.67,361.5185719,1133.25
24568,245.68,361.532468,1133.25
24569,245.69,361.546364,1133.25
24570,245.7,361.56026,1133.25
24571,245.71,361.5741561,1133.25
24572,245.72,361.5880521,1133.25
24573,245.73,361.6019481,1133.25
24574,245.74,361.6158441,1133.25
24575,245.75,361.6297402,1133.25
24576,245.76,361.6436362,1133.25
24577,245.77,361.6575322,1133.25
24578,245.78,361.6714282,1133.25
24579,245.79,361.6853242,1133.25
24580,245.8,361.6992202,1133.25
24581,245.81,361.7131162,1133.25
24582,245.82,361.7270122,1133.25
24583,245.83,361.7409082,1133.25
24584,245.84,361.7548042,1133.25
24585,245.85,361.7687002,1133.25
24586,245.86,361.7825962,1133.25
24587,245.87,361.7964922,1133.25
24588,245.88,361.8103882,1133.25
24589,245.89,361.8242842,1133.25
24590,245.9,361.8381801,1133.25
24591,245.91,361.8520761,1133.25
24592,245.92,361.8659721,1133.25
24593,245.93,361.8798681,1133.25
24594,245.94,361.893764,1133.25
24595,245.95,361.90766,1133.25
24596,245.96,361.9215559,1133.25
24597,245.97,361.9354519,1133.25
24598,245.98,361.9493478,1133.25
24599,245.99,361.9632438,1133.25
24600,246,361.9771397,1133.25
24601,246.01,361.9910357,1133.25
24602,246.02,362.0049316,1133.25
24603,246.03,362.0188275,1133.25
24604,246.04,362.0327235,1133.25
24605,246.05,362.0466194,1133.25
24606,246.06,362.0605153,1133.25
24607,246.07,362.0744112,1133.25
24608,246.08,362.0883072,1133.25
24609,246.09,362.1022031,1133.25
24610,246.1,362.116099,1133.25
24611,246.11,362.1299949,1133.25
24612,246.12,362.1438908,1133.25
24613,246.13,362.1577867,1133.25
24614,246.14,362.1716826,1133.25
24615,246.15,362.1855785,1133.25
24616,246.16,362.1994743,1133.25
24617,246.17,362.2133702,1133.25
24618,246.18,362.2272661,1133.25
24619,246.19,362.241162,1133.25
24620,246.2,362.2550578,1133.25
24621,246.21,362.2689537,1133.25
24622,246.22,362.2828496,1133.25
24623,246.23,362.2967454,1133.25
24624,246.24,362.3106413,1133.25
24625,246.25,362.3245371,1133.25
24626,246.26,362.3384329,1133.25
24627,246.27,362.3523288,1133.25
24628,246.28,362.3662246,1133.25
24629,246.29,362.3801204,1133.25
24630,246.3,362.3940162,1133.25
24631,246.31,362.407912,1133.25
24632,246.32,362.4218078,1133.25
24633,246.33,362.4357036,1133.25
24634,246.34,362.4495994,1133.25
24635,246.35,362.4634952,1133.25
24636,246.36,362.477391,1133.25
24637,246.37,362.4912868,1133.25
24638,246.38,362.5051825,1133.25
24639,246.39,362.5190783,1133.25
24640,246.4,362.5329741,1133.25
24641,246.41,362.5468698,1133.25
24642,246.42,362.5607655,1133.25
24643,246.43,362.5746613,1133.25
24644,246.44,362.588557,1133.25
24645,246.45,362.6024527,1133.25
24646,246.46,362.6163484,1133.25
24647,246.47,362.6302442,1133.25
24648,246.48,362.6441399,1133.25
24649,246.49,362.6580356,1133.25
24650,246.5,362.6719312,1133.25
24651,246.51,362.6858269,1133.25
24652,246.52,362.6997226,1133.25
24653,246.53,362.7136183,1133.25
24654,246.54,362.727514,1133.25
24655,246.55,362.7414096,1133.25
24656,246.56,362.7553053,1133.25
24657,246.57,362.7692009,1133.25
24658,246.58,362.7830965,1133.25
24659,246.59,362.7969922,1133.25
24660,246.6,362.8108878,1133.25
24661,246.61,362.8247834,1133.25
24662,246.62,362.838679,1133.25
24663,246.63,362.8525746,1133.25
24664,246.64,362.8664702,1133.25
24665,246.65,362.8803658,1133.25
24666,246.66,362.8942614,1133.25
24667,246.67,362.908157,1133.25
24668,246.68,362.9220525,1133.25
24669,246.69,362.9359481,1133.25
