time,ang,vel,acc,x,y,yaw,carv,alHori,roll
7.39,0.28799937,6.051797925,-5.841311722,82.91754563,-10.09815394,0.006468159,13.88093542,1.378427236,0.008099475
7.4,0.293254745,6.121828447,11.5217829,83.05633623,-10.0967314,0.007379781,13.87883788,1.407503838,0.008243275
7.41,0.298510121,6.31310091,12.27678456,83.19510439,-10.09516834,0.008309993,13.87674854,1.434913292,0.008390994
7.42,0.303765496,6.517882238,25.03987,83.33385002,-10.09346204,0.009258931,13.8746677,1.461020483,0.008542969
7.43,0.309020872,6.735758896,32.89424147,83.47257301,-10.09160988,0.010226691,13.87259549,1.486186045,0.008699151
7.44,0.314276247,6.675025949,-19.73453282,83.61127328,-10.08960937,0.011213336,13.87053218,1.51018088,0.008859157
7.45,0.319531623,6.687283557,6.880938167,83.7499507,-10.08745812,0.012218868,13.86847798,1.533132473,0.009022102
7.46,0.324786998,6.750706599,3.065297669,83.88860518,-10.08515387,0.013243234,13.86643295,1.555308642,0.009186989
7.47,0.330042374,6.855361304,9.324032636,84.02723659,-10.08269443,0.014286335,13.86439728,1.577193664,0.009352826
7.48,0.33529775,6.956447917,5.887519752,84.16584482,-10.08007764,0.015348052,13.86237106,1.599007112,0.009518684
7.49,0.340553125,6.795710182,-8.591356432,84.30442973,-10.07730134,0.016428242,13.86035449,1.620832517,0.00968368
7.5,0.344229296,6.77002734,0.031438004,84.44299121,-10.07436342,0.017526717,13.85834801,1.64133646,0.009846825
7.51,0.347905467,6.80644598,2.971764188,84.58152911,-10.07126188,0.018643179,13.85635265,1.660484435,0.01000722
7.52,0.351581639,6.87864132,5.20727922,84.72004331,-10.06799484,0.019777215,13.85436875,1.678801615,0.010163984
7.53,0.35525781,6.957902323,6.862309679,84.85853369,-10.06456052,0.020928327,13.85239654,1.696690515,0.010316309
7.54,0.358933981,7.047319224,9.775484048,84.99700012,-10.06095717,0.02209597,13.85043612,1.714404242,0.010463522
7.55,0.362610152,7.140748891,11.68696136,85.13544245,-10.05718305,0.02327957,13.84848754,1.732177213,0.010605148
7.56,0.366286323,7.243387578,10.24842292,85.27386055,-10.05323644,0.024478548,13.8465508,1.750064349,0.010740943
7.57,0.369962495,7.346009026,10.0829214,85.41225427,-10.04911558,0.025692337,13.84462588,1.768134138,0.01087089
7.58,0.373638666,7.446801617,9.972633568,85.55062344,-10.04481869,0.026920393,13.84271273,1.786367755,0.010995172
7.59,0.377314837,7.545276717,9.747098701,85.6889679,-10.04034399,0.028162205,13.84081129,1.804710269,0.011114141
7.6,0.378541101,7.641360724,9.546496438,85.82728749,-10.03568968,0.029417285,13.83892224,1.82170214,0.01122824
7.61,0.379767365,7.736393741,9.479143659,85.96558203,-10.03085411,0.030685066,13.8370471,1.836233469,0.011337752
7.62,0.380993629,7.830848083,9.421666495,86.10385138,-10.02583586,0.031964857,13.83518634,1.848792429,0.011442671
