time,ang,vel,acc,x,y,yaw,carv,alHori,roll
2.06,0,0.052010282,0.036055215,9.42687731,-10.00071952,-0.000380358,8.736979971,-0.003296766,-5.71E-06
2.07,0,0.05238228,0.037850885,9.514545808,-10.00074292,-0.000384375,8.791289329,-0.003337539,-5.91E-06
2.08,0,0.052765313,0.038535434,9.6027574,-10.0007668,-0.000388415,8.845598693,-0.003378579,-6.12E-06
2.09,0,0.053154219,0.038981258,9.691512085,-10.00079117,-0.000392479,8.899908063,-0.003419859,-6.34E-06
2.1,0,0.053547157,0.039396296,9.780809863,-10.00081603,-0.000396565,8.954217437,-0.003461473,-6.55E-06
2.11,0,0.05394588,0.040151078,9.870650736,-10.00084139,-0.000400674,9.008526817,-0.003503123,-6.77E-06
2.12,0,0.054346378,0.040150262,9.961034702,-10.00086725,-0.000404806,9.062836201,-0.003545018,-7.00E-06
2.13,0,0.054747,0.040136237,10.05196176,-10.00089363,-0.000408961,9.117145588,-0.003587056,-7.22E-06
2.14,0,0.055149804,0.040383615,10.14343192,-10.00092052,-0.000413138,9.171454977,-0.003629394,-7.45E-06
2.15,0,0.055557901,0.040953816,10.23544516,-10.00094793,-0.000417338,9.225764367,-0.00367184,-7.67E-06
2.16,0,0.055970738,0.04115559,10.3280015,-10.00097588,-0.00042156,9.280073757,-0.003714332,-7.90E-06
2.17,0,0.05637932,0.041019273,10.42110094,-10.00100436,-0.000425804,9.334383147,-0.003756785,-8.14E-06
2.18,0,0.056797308,0.042475925,10.51474347,-10.00103338,-0.00043007,9.388692536,-0.003799816,-8.37E-06
2.19,0,0.057227317,0.043417217,10.60892909,-10.00106296,-0.000434359,9.443001923,-0.003843058,-8.60E-06
2.2,0,0.057665431,0.043990296,10.70365781,-10.00109309,-0.000438669,9.497311308,-0.003886512,-8.83E-06
2.21,0,0.058109437,0.044508199,10.79892962,-10.00112378,-0.000443001,9.551620689,-0.003930182,-9.06E-06
2.22,0,0.058559678,0.04531772,10.89474452,-10.00115504,-0.000447356,9.605930067,-0.003974063,-9.29E-06
2.23,0,0.059017168,0.045974778,10.99110252,-10.00118687,-0.000451731,9.660239441,-0.004018132,-9.52E-06
2.24,0,0.059479079,0.046532135,11.08800361,-10.00121929,-0.000456129,9.71454881,-0.004062358,-9.75E-06
2.25,0,0.059946265,0.047004167,11.18544779,-10.0012523,-0.000460547,9.768858174,-0.004106712,-9.97E-06
2.26,0,0.060419907,0.047551664,11.28343507,-10.0012859,-0.000464987,9.823167532,-0.004151151,-1.02E-05
2.27,0,0.060900618,0.048310649,11.38196544,-10.0013201,-0.000469449,9.877476885,-0.004195626,-1.04E-05
2.28,0,0.061392188,0.049427546,11.4810389,-10.00135492,-0.000473931,9.931786232,-0.004240087,-1.06E-05
